step,cos,z,f_thumb,f_index,f_middle
201,0.9466,0.1295,5.006,1.289,3.57
202,0.9439,0.1296,7.493,3.001,4.569
203,0.943,0.1299,5.463,1.752,3.597
204,0.9422,0.1299,8.043,3.408,4.8
205,0.9421,0.1301,6.025,1.836,4.062
206,0.9405,0.1301,8.863,3.965,5.23
207,0.941,0.1303,4.883,1.272,3.484
208,0.941,0.1303,8.853,3.98,5.183
209,0.9421,0.1304,6.346,1.722,4.489
210,0.9396,0.1304,8.104,3.271,4.9
211,0.9373,0.1306,6.78,2.296,4.383
212,0.9357,0.1307,7.404,2.599,4.71
213,0.934,0.131,4.96,0.0,4.691
214,0.9334,0.1311,7.985,3.102,4.824
215,0.9381,0.1311,6.324,1.996,4.212
216,0.9368,0.1311,9.615,4.314,5.506
217,0.9358,0.1311,6.832,2.088,4.636
218,0.9362,0.1311,8.234,3.305,4.932
219,0.9352,0.1313,5.15,0.0,4.728
220,0.936,0.1314,8.815,3.628,5.252
221,0.9393,0.1313,7.65,2.591,4.958
222,0.9394,0.1313,11.304,5.257,6.129
223,0.9407,0.1312,6.791,2.551,4.18
224,0.9403,0.1311,11.47,5.424,6.157
225,0.9424,0.131,10.02,4.49,5.536
226,0.9409,0.1309,10.097,4.245,5.972
227,0.9404,0.1307,11.908,5.822,6.159
228,0.9399,0.1307,10.578,4.421,6.097
229,0.9416,0.1304,10.395,6.129,4.645
230,0.9385,0.1304,10.388,4.281,6.062
231,0.9362,0.1305,10.161,4.073,6.198
232,0.9385,0.1302,9.413,4.172,5.274
233,0.936,0.1302,10.428,4.238,6.486
234,0.9366,0.1302,10.878,4.721,6.126
235,0.9366,0.1302,8.869,3.219,5.687
236,0.9384,0.1302,11.392,5.049,6.302
237,0.94,0.1301,9.198,3.882,5.556
238,0.9379,0.1301,10.239,4.275,6.313
239,0.9347,0.1301,9.198,3.589,5.538
240,0.9319,0.1302,10.143,4.15,5.948
241,0.9318,0.1302,10.012,3.832,6.156
242,0.9305,0.1302,10.209,4.057,6.372
243,0.9361,0.1301,8.766,3.455,5.318
244,0.9352,0.1301,9.751,4.311,6.019
245,0.9348,0.13,10.024,4.589,6.115
246,0.933,0.1301,8.436,3.552,4.879
247,0.9344,0.13,10.507,4.647,5.922
248,0.9341,0.1301,9.169,4.229,5.265
249,0.9316,0.1301,9.638,4.27,5.745
